20002 70000
6265 16648 -2132
6265 14802 -472
20001 6266 0
6266 14674 -7419
6266 15113 -2539
20001 6267 0
6267 19350 -4322
6267 19322 -9188
6267 16974 -2669
6267 12881 -4763
6267 10502 -3650
6267 16203 -9788
20001 6268 0
6268 17009 -248
6268 18267 -8382
6268 14981 -5351
6268 13833 -8836
20001 6269 0
6269 15505 -1122
6269 11213 -5378
6269 18049 -2804
6269 13360 -5978
6269 13473 -3921
6269 12968 -9365
6269 19993 -4723
20001 6270 0
6270 10817 -4323
6270 12574 -2706
6270 10459 -8066
6270 18235 -7414
6270 16774 -9255
6270 12386 -4255
20001 6271 0
6271 18492 -7879
6271 11955 -5587
6271 12180 -3401
6271 18026 -9493
6271 11842 -9788
6271 11698 -6925
6271 19131 -1924
20001 6272 0
6272 14703 -7582
6272 16743 -2598
6272 17936 -9075
6272 15332 -9282
6272 10389 -7401
20001 6273 0
6273 17852 -8876
6273 14508 -917
6273 10725 -8289
6273 10408 -8298
20001 6274 0
6274 14491 -2833
6274 17208 -6800
6274 16673 -2356
20001 6275 0
6275 17524 -4345
6275 10292 -8209
6275 17448 -3866
6275 16061 -8263
6275 19398 -8753
20001 6276 0
6276 11266 -4592
6276 13849 -4622
20001 6277 0
6277 15649 -566
6277 19432 -2777
20001 6278 0
6278 13749 -6336
6278 12071 -675
6278 14982 -2069
6278 17493 -8520
20001 6279 0
6279 11454 -2416
6279 19467 -3375
6279 10266 -1964
6279 10144 -9363
20001 6280 0
6280 10671 -6951
6280 12316 -6725
20001 6281 0
6281 14112 -9695
6281 19257 -362
6281 16526 -2629
6281 19900 -7388
6281 18072 -8935
6281 16878 -1554
6281 18517 -3446
6281 17622 -5439
20001 6282 0
6282 18798 -8880
6282 17473 -3556
6282 11962 -6667
6282 10311 -8358
20001 6283 0
6283 15672 -3512
6283 16741 -9643
6283 14970 -697
6283 13010 -1728
6283 19180 -7207
6283 19490 -4238
20001 6284 0
6284 10490 -6429
6284 16608 -1457
6284 19058 -3415
6284 10844 -949
20001 6285 0
6285 16063 -2358
6285 13423 -2270
6285 11441 -4501
20001 6286 0
6286 14957 -4050
6286 15084 -5050
6286 12231 -395
6286 16334 -9163
6286 15106 -821
6286 19977 -4165
6286 11237 -981
6286 10390 -3333
6286 19863 -6262
20001 6287 0
6287 19397 -1897
6287 16757 -782
6287 13409 -2427
20001 6288 0
6288 16967 -6879
6288 12561 -6361
6288 16801 -9740
6288 13794 -9759
6288 13860 -5186
6288 18983 -4195
6288 17980 -9875
6288 11454 -3308
20001 6289 0
6289 12303 -5631
6289 11957 -9837
6289 10191 -1658
6289 14493 -683
6289 18890 -2779
6289 14250 -6613
6289 10693 -7316
20001 6290 0
6290 10443 -363
20001 6291 0
6291 12133 -5944
6291 16414 -4611
6291 17639 -3426
6291 13752 -1025
20001 6292 0
6292 19119 -4912
6292 14358 -8679
6292 10917 -2384
6292 14007 -294
6292 14787 -4711
20001 6293 0
6293 17438 -8054
6293 14664 -7403
6293 15295 -3368
6293 19665 -9903
6293 17377 -8735
6293 11123 -970
6293 11140 -6413
6293 16676 -4374
20001 6294 0
6294 17554 -2363
6294 19763 -9502
6294 11386 -8619
6294 19885 -4723
20001 6295 0
6295 13812 -9021
6295 16857 -9769
6295 10969 -9626
6295 11632 -3757
20001 6296 0
6296 13978 -4702
6296 10177 -3818
6296 11909 -3517
6296 16631 -138
6296 10867 -5389
6296 13108 -5950
20001 6297 0
6297 14057 -5578
6297 15590 -972
6297 17960 -2016
6297 11764 -9017
6297 13879 -3842
6297 11538 -3727
6297 15168 -4085
20001 6298 0
6298 19215 -5503
20001 6299 0
6299 13781 -439
6299 18454 -3836
20001 6300 0
6300 12402 -4796
6300 16284 -7249
20001 6301 0
6301 11433 -2575
6301 13186 -4886
6301 10023 -5945
6301 18831 -5454
6301 14839 -4489
20001 6302 0
6302 19956 -4480
6302 12408 -4045
6302 16417 -5780
6302 18385 -4324
20001 6303 0
6303 17063 -3361
6303 13201 -835
6303 19250 -5691
20001 6304 0
6304 15437 -216
6304 12409 -7801
6304 10964 -986
6304 12156 -8928
6304 19959 -2730
6304 18055 -1271
20001 6305 0
6305 17275 -9504
6305 16376 -3385
6305 12065 -8666
20001 6306 0
6306 16571 -9613
6306 10488 -502
20001 6307 0
6307 18077 -6909
6307 15631 -8015
6307 10636 -3311
6307 19798 -4841
20001 6308 0
6308 15768 -2033
6308 13252 -6614
20001 6309 0
6309 16649 -6459
6309 13494 -1147
6309 11724 -7214
6309 14234 -7229
6309 15468 -2345
6309 12234 -8735
6309 19111 -5232
20001 6310 0
6310 19592 -6105
6310 13087 -5641
6310 16141 -1493
6310 18393 -1295
6310 15405 -6001
20001 6311 0
6311 15183 -1244
6311 15031 -2071
6311 11090 -3592
6311 10912 -2845
20001 6312 0
6312 15163 -6415
6312 13929 -4367
6312 16000 -1404
6312 19015 -3879
6312 13803 -4812
20001 6313 0
6313 15182 -1261
6313 15384 -395
6313 13495 -5464
6313 12874 -5242
20001 6314 0
6314 11648 -4713
6314 15272 -5195
6314 19938 -7388
6314 10995 -9476
6314 15754 -7764
6314 18950 -8327
6314 12226 -1414
20001 6315 0
6315 16730 -4588
6315 11754 -217
6315 11984 -2150
6315 12876 -3183
6315 17588 -5364
6315 13067 -9103
20001 6316 0
6316 11400 -9540
6316 17582 -8272
20001 6317 0
6317 18683 -8873
6317 18666 -7185
6317 14090 -7437
6317 16777 -2772
6317 17454 -3742
20001 6318 0
6318 13945 -7174
6318 15058 -9822
6318 10812 -1695
6318 15604 -4427
20001 6319 0
6319 18828 -8624
6319 15389 -6928
6319 14464 -6214
6319 18840 -2389
6319 15483 -5379
20001 6320 0
6320 15764 -205
6320 19372 -6247
6320 11744 -4494
6320 17852 -8196
20001 6321 0
6321 17342 -6903
20001 6322 0
6322 16563 -31
6322 18310 -9295
6322 13550 -3038
6322 11995 -5258
20001 6323 0
6323 14202 -6407
6323 16231 -3279
6323 18733 -3002
6323 14661 -5885
20001 6324 0
6324 18816 -9658
6324 19273 -3771
6324 14350 -2843
20001 6325 0
6325 18936 -3169
6325 18372 -6199
6325 15540 -3623
6325 10667 -4420
20001 6326 0
6326 19005 -7436
6326 18441 -4356
6326 17511 -2658
20001 6327 0
6327 11509 -7452
6327 13640 -8606
6327 10166 -2813
6327 17100 -8331
6327 10976 -301
6327 15700 -1575
6327 10118 -174
6327 11738 -5734
20001 6328 0
6328 12909 -6496
6328 12627 -7097
6328 19016 -9153
6328 15872 -6167
6328 18560 -9492
6328 19491 -9638
6328 18287 -265
6328 15686 -8877
6328 11269 -5227
20001 6329 0
6329 12922 -4638
6329 14376 -6812
6329 11283 -7338
6329 12455 -9874
6329 19742 -9146
20001 6330 0
6330 16963 -4496
6330 17949 -9694
6330 14142 -2163
6330 19831 -686
6330 11751 -1482
6330 10676 -4675
6330 10246 -6401
6330 15159 -5013
20001 6331 0
6331 11587 -8740
6331 10747 -4706
6331 10762 -1831
6331 12476 -9219
6331 17952 -4696
20001 6332 0
6332 18835 -3164
6332 13425 -2847
6332 11633 -3420
20001 6333 0
6333 19727 -8948
6333 10466 -7598
6333 17275 -850
6333 13155 -2543
6333 19743 -3392
6333 13782 -4716
6333 10639 -2413
6333 17078 -6055
6333 10638 -6742
20001 6334 0
6334 10478 -4376
6334 17088 -2853
6334 14398 -1073
6334 10051 -6928
6334 12419 -7278
20001 6335 0
6335 19517 -3745
6335 15327 -3852
6335 17672 -465
6335 16416 -7834
6335 19409 -8400
6335 15315 -8078
6335 19367 -1254
20001 6336 0
6336 11349 -8536
6336 15738 -7190
6336 10378 -9692
6336 11725 -2003
6336 19480 -1895
6336 18999 -8858
6336 15525 -6646
20001 6337 0
6337 10598 -5490
6337 17583 -8475
6337 15119 -4065
6337 17439 -3654
6337 19237 -1546
20001 6338 0
6338 17317 -8459
6338 19997 -1124
6338 16474 -6772
6338 11277 -7533
20001 6339 0
6339 13734 -4818
6339 12721 -4088
6339 16354 -4259
6339 12273 -4955
6339 11872 -8136
6339 16805 -7944
20001 6340 0
6340 13152 -4795
6340 10605 -9018
6340 15850 -178
6340 11397 -1910
6340 18154 -5719
20001 6341 0
6341 13669 -8833
6341 15353 -1568
6341 16758 -3770
6341 18601 -5872
6341 12143 -8392
6341 12217 -9991
20001 6342 0
6342 15241 -8684
6342 18045 -5464
6342 14213 -5464
6342 17081 -827
6342 13592 -1708
6342 17258 -7367
6342 19949 -6905
20001 6343 0
6343 10136 -1539
6343 16661 -1062
6343 17622 -8274
20001 6344 0
6344 10044 -6198
6344 16574 -9560
20001 6345 0
6345 12129 -8841
6345 18534 -9940
6345 11613 -7164
6345 12561 -8552
6345 15819 -6395
6345 16426 -3546
6345 16266 -8840
6345 18625 -8064
6345 18939 -1437
6345 11758 -6606
20001 6346 0
6346 14791 -1410
6346 14180 -5416
6346 17240 -2041
6346 11883 -3636
6346 15222 -7766
6346 15259 -3264
6346 17703 -9070
20001 6347 0
6347 10873 -6976
6347 19575 -5893
20001 6348 0
6348 18254 -6801
6348 10043 -5661
6348 17242 -5330
6348 11849 -6196
6348 16817 -7437
6348 16411 -2614
6348 12805 -9880
6348 18006 -7197
20001 6349 0
6349 18712 -1913
6349 17385 -6169
6349 18061 -2738
6349 17533 -9070
20001 6350 0
6350 10244 -4686
6350 19660 -7754
6350 13840 -7136
6350 13817 -7453
6350 12342 -4062
6350 16312 -6071
20001 6351 0
6351 13433 -5194
6351 18465 -2396
20001 6352 0
6352 10737 -5896
6352 13828 -496
6352 19458 -6578
6352 12271 -3646
6352 13809 -9098
6352 10051 -6486
20001 6353 0
6353 15942 -8217
6353 16254 -9083
20001 6354 0
6354 11790 -5745
6354 14393 -7459
6354 13704 -4438
6354 10314 -403
6354 17173 -9230
6354 19854 -1511
20001 6355 0
6355 18829 -3392
6355 11706 -6404
6355 19649 -8860
6355 18428 -4549
6355 18384 -6871
20001 6356 0
6356 18627 -4501
6356 11671 -3368
6356 12549 -2703
6356 16447 -8282
6356 12391 -8432
6356 10657 -2440
6356 10868 -5027
20001 6357 0
6357 11679 -1237
6357 18966 -8336
6357 12963 -1245
6357 13849 -1254
20001 6358 0
6358 15776 -6416
6358 18629 -2524
6358 15151 -7599
20001 6359 0
6359 18367 -6052
6359 14271 -1054
6359 16124 -1982
6359 14521 -9278
6359 12137 -6385
20001 6360 0
6360 16586 -6971
6360 13836 -5629
6360 11188 -570
6360 11710 -2762
20001 6361 0
6361 17122 -9677
6361 10323 -5033
6361 19096 -5970
6361 17015 -5582
20001 6362 0
6362 16338 -8228
6362 15046 -1400
6362 12288 -9279
20001 6363 0
6363 13053 -5584
6363 12601 -484
20001 6364 0
6364 12249 -1333
6364 19474 -129
6364 10512 -8334
6364 18737 -568
20001 6365 0
6365 13268 -5640
6365 16538 -8640
6365 12811 -5060
6365 18086 -1375
20001 6366 0
6366 11052 -3259
6366 14026 -383
6366 10135 -1596
6366 13953 -6574
6366 16088 -4570
6366 18464 -3395
20001 6367 0
6367 15655 -6050
6367 11726 -166
6367 17256 -7413
20001 6368 0
6368 13417 -1754
6368 11053 -7992
6368 15926 -8415
6368 11797 -9447
6368 18560 -6182
6368 11917 -7089
6368 15428 -6372
20001 6369 0
6369 13395 -8331
6369 17494 -8403
20001 6370 0
6370 12781 -3357
6370 10674 -3773
6370 19223 -7386
6370 15446 -7388
6370 11991 -2923
6370 15329 -297
20001 6371 0
6371 14974 -8201
6371 15309 -4840
6371 18409 -6716
20001 6372 0
6372 17753 -1184
6372 18218 -6008
6372 11988 -9089
6372 18201 -6628
6372 15259 -8905
20001 6373 0
6373 19936 -1050
6373 14841 -61
6373 16009 -5793
20001 6374 0
6374 18165 -163
6374 12414 -4431
6374 10666 -3700
6374 16967 -6474
6374 18851 -9698
6374 18422 -8084
20001 6375 0
6375 11522 -7449
6375 13404 -2823
6375 16463 -1024
6375 19513 -753
6375 17684 -8119
6375 10350 -3223
20001 6376 0
6376 12033 -9399
6376 11110 -3835
20001 6377 0
6377 18227 -5802
6377 17574 -5533
20001 6378 0
6378 10046 -7
6378 19190 -9843
6378 18926 -3429
6378 16146 -9968
6378 13062 -4988
6378 19640 -1545
6378 12015 -1857
20001 6379 0
6379 10377 -9237
6379 15379 -2364
6379 17689 -2769
6379 17400 -1088
6379 13391 -3198
6379 17874 -2917
6379 19108 -8836
6379 18483 -8523
6379 18223 -6063
20001 6380 0
20001 6381 0
6381 13485 -9184
6381 14758 -4934
6381 10074 -4368
6381 14733 -504
6381 12412 -7758
20001 6382 0
6382 13868 -6097
6382 19542 -4319
6382 16373 -9245
6382 14894 -328
6382 18382 -5405
20001 6383 0
20001 6384 0
6384 14748 -1794
6384 15984 -4305
20001 6385 0
6385 14221 -2542
6385 17476 -2275
6385 12929 -5607
6385 12773 -8776
6385 14127 -2138
20001 6386 0
6386 14568 -160
6386 18641 -7838
6386 11330 -3678
6386 19895 -1343
20001 6387 0
6387 12474 -7554
6387 17693 -687
6387 18379 -2538
6387 16357 -6998
6387 14328 -9349
6387 14905 -724
6387 13466 -7462
6387 11089 -135
6387 17147 -5476
20001 6388 0
6388 12197 -8950
6388 18425 -2771
6388 18766 -4704
6388 12854 -770
20001 6389 0
6389 11171 -3586
6389 17773 -6679
6389 17799 -468
6389 14668 -8041
20001 6390 0
6390 13252 -9967
6390 14095 -6338
6390 16000 -650
6390 18079 -4938
6390 15555 -5964
6390 12103 -4557
20001 6391 0
6391 12465 -4884
6391 15253 -9894
6391 13418 -4237
20001 6392 0
6392 18344 -599
6392 13530 -9298
6392 14240 -6753
6392 16671 -5229
6392 15265 -9146
6392 19456 -7279
6392 10340 -6927
20001 6393 0
6393 11553 -8313
6393 13956 -4484
6393 13447 -6060
6393 11556 -3877
6393 15141 -3462
20001 6394 0
6394 15354 -4299
6394 11569 -2876
6394 15281 -9830
6394 16052 -268
6394 18837 -7755
20001 6395 0
6395 17152 -2507
6395 11038 -8685
6395 19976 -2793
6395 19160 -3149
6395 18834 -3359
6395 10660 -4399
6395 17236 -1378
6395 19802 -7035
20001 6396 0
6396 16032 -6958
6396 12011 -3037
6396 10036 -7744
6396 12043 -2192
6396 18967 -4301
6396 10714 -1052
6396 15326 -1809
6396 11607 -832
6396 19420 -4116
6396 14323 -3017
6396 16157 -3050
20001 6397 0
6397 16134 -8668
6397 11280 -6076
6397 18802 -9208
6397 12703 -852
6397 15965 -4755
20001 6398 0
6398 19251 -2715
6398 12740 -2863
6398 15350 -3589
6398 18699 -7087
6398 16073 -3067
20001 6399 0
6399 12127 -3508
6399 17284 -44
6399 10411 -8625
6399 18946 -7272
6399 15131 -3552
6399 13002 -3278
20001 6400 0
6400 13193 -6629
6400 14124 -3215
6400 12825 -4725
6400 13458 -9625
6400 18156 -2171
20001 6401 0
6401 13536 -8912
6401 15272 -4193
6401 14457 -5301
6401 11289 -7548
6401 13460 -868
6401 12294 -2898
6401 17466 -9877
6401 15018 -587
20001 6402 0
6402 15243 -4163
6402 19156 -4377
6402 12700 -6588
6402 15215 -6475
6402 10362 -569
6402 18837 -2091
6402 10098 -2296
6402 18405 -8406
20001 6403 0
6403 13818 -7327
6403 13015 -6245
6403 13440 -6614
6403 14726 -6079
6403 16551 -4838
20001 6404 0
6404 15800 -6534
6404 14666 -4761
6404 17547 -7627
6404 12551 -2507
20001 6405 0
6405 10221 -6799
6405 13973 -3034
6405 17791 -2326
6405 14421 -4288
6405 11995 -4693
6405 16946 -2031
6405 14480 -9361
20001 6406 0
6406 16421 -1281
6406 18844 -32
6406 12365 -7111
6406 17607 -9436
20001 6407 0
6407 16038 -7766
6407 17696 -3698
6407 19585 -3183
6407 11262 -8125
6407 10948 -5337
20001 6408 0
6408 10267 -7172
6408 17832 -8567
6408 16638 -6547
6408 17463 -3082
6408 14366 -4018
6408 15044 -4916
6408 14033 -3434
20001 6409 0
6409 15155 -8549
6409 12119 -4591
6409 19652 -6635
6409 15523 -366
6409 10116 -2693
20001 6410 0
6410 15403 -6034
6410 18854 -6310
6410 17762 -941
6410 19713 -9127
6410 16252 -3278
6410 15173 -7041
6410 15759 -7470
20001 6411 0
6411 15448 -2546
20001 6412 0
6412 13828 -4875
20001 6413 0
6413 14468 -9051
6413 18421 -7487
20001 6414 0
6414 17709 -8206
6414 14304 -6859
6414 14494 -9601
6414 16794 -1279
6414 10239 -4161
6414 16194 -324
6414 14321 -5757
20001 6415 0
6415 18475 -5303
6415 17006 -4158
6415 19537 -7339
6415 15499 -2216
6415 10670 -2051
20001 6416 0
6416 17032 -2602
6416 17124 -5939
6416 19450 -7306
6416 13146 -7254
20001 6417 0
6417 17933 -9167
6417 13066 -1127
6417 14255 -3513
6417 14366 -8390
6417 15748 -8955
6417 14115 -3156
6417 16362 -2955
20001 6418 0
6418 17747 -739
6418 16997 -1763
6418 14975 -1142
6418 13590 -8044
6418 12112 -9760
6418 16280 -2869
6418 10048 -4423
6418 10501 -2394
6418 10144 -3477
20001 6419 0
6419 19035 -141
6419 13942 -4557
6419 13642 -6546
6419 19417 -3018
20001 6420 0
6420 15369 -4539
6420 10627 -7328
6420 13496 -150
6420 12614 -6377
20001 6421 0
6421 10018 -7764
6421 13497 -3215
6421 15370 -1692
6421 17280 -6222
6421 18693 -5074
20001 6422 0
6422 19584 -6937
6422 16756 -2154
6422 10744 -9434
6422 10693 -236
6422 11730 -3876
6422 19329 -7162
6422 12408 -5794
6422 10522 -8250
20001 6423 0
6423 11036 -5965
6423 14930 -6850
6423 14188 -1549
6423 18278 -8810
6423 17222 -9203
20001 6424 0
6424 17169 -1803
6424 12409 -9460
6424 12012 -7833
20001 6425 0
6425 19001 -9383
6425 17396 -6179
6425 18580 -6664
6425 12037 -5324
6425 13631 -4626
6425 18555 -9889
6425 17766 -287
20001 6426 0
6426 10165 -9423
6426 13879 -1745
6426 19672 -1128
6426 14759 -8630
6426 13074 -24
6426 14888 -7108
6426 18787 -2306
6426 11073 -5652
6426 11156 -7730
6426 11052 -4202
20001 6427 0
6427 10946 -1911
6427 15479 -5035
6427 10990 -3108
6427 10024 -6948
6427 10345 -6585
6427 10190 -3321
6427 11939 -3506
20001 6428 0
6428 19750 -6319
6428 17364 -7143
6428 17181 -827
6428 19820 -5620
6428 13099 -7449
6428 13213 -2509
6428 15120 -5999
6428 10231 -9582
20001 6429 0
6429 11293 -4442
6429 14594 -1576
20001 6430 0
6430 16336 -9458
6430 12284 -7980
6430 11722 -3086
6430 18218 -3392
6430 15928 -1356
20001 6431 0
6431 16357 -3843
6431 19872 -8049
6431 11874 -394
6431 12991 -5131
20001 6432 0
6432 17099 -7159
6432 18425 -7670
6432 12628 -2357
6432 16380 -8125
6432 19495 -9533
20001 6433 0
6433 16746 -8706
6433 15510 -9915
6433 14907 -4865
20001 6434 0
6434 16703 -9771
6434 10457 -4892
6434 13365 -697
6434 12710 -1581
20001 6435 0
6435 11627 -533
6435 12905 -5583
6435 15300 -5421
6435 18479 -9331
20001 6436 0
6436 19449 -9228
6436 14953 -3059
6436 12252 -8771
20001 6437 0
6437 14186 -9590
20001 6438 0
6438 13570 -8610
6438 19281 -6713
6438 11789 -4378
6438 17343 -6878
6438 15939 -3414
20001 6439 0
6439 19916 -6064
6439 11279 -9932
6439 10329 -8968
20001 6440 0
6440 16175 -6923
6440 14905 -1253
6440 16498 -8722
6440 15627 -796
6440 11695 -5528
20001 6441 0
6441 14565 -6057
6441 13581 -4931
6441 16589 -7260
6441 16504 -56
6441 13624 -4315
6441 11716 -5172
6441 16498 -1598
20001 6442 0
6442 18260 -8421
6442 13789 -5426
6442 15852 -7745
20001 6443 0
6443 18406 -6613
6443 13864 -9857
20001 6444 0
6444 10140 -6137
6444 16756 -211
6444 10880 -3864
20001 6445 0
6445 18754 -2221
6445 18552 -8240
6445 13181 -1539
6445 10817 -1899
6445 15605 -2365
20001 6446 0
6446 13950 -192
6446 16225 -3292
20001 6447 0
6447 12363 -8867
6447 10090 -657
6447 16144 -9787
6447 12117 -9073
6447 17063 -8995
20001 6448 0
6448 13093 -1168
6448 10602 -7325
6448 11659 -9854
6448 11319 -8507
6448 12569 -4858
6448 17287 -3505
20001 6449 0
6449 11964 -9939
6449 12832 -2203
6449 18497 -4447
6449 16649 -3394
6449 16249 -1021
6449 16634 -2910
6449 10011 -747
6449 17086 -338
6449 11528 -9095
20001 6450 0
6450 14863 -550
6450 18284 -1888
6450 15154 -4517
6450 13868 -349
6450 10688 -8774
20001 6451 0
6451 10187 -7045
6451 15105 -4
6451 19642 -87
20001 6452 0
6452 10199 -7744
6452 16973 -4413
6452 15926 -6914
6452 17306 -6830
6452 16169 -8559
6452 19363 -9779
6452 15290 -3424
6452 14178 -8039
6452 14343 -7472
6452 19490 -8359
20001 6453 0
6453 10543 -8726
6453 11774 -937
6453 10514 -5246
6453 16660 -2113
6453 15868 -8641
6453 15043 -122
6453 16734 -3734
20001 6454 0
6454 11362 -9847
6454 10712 -1008
6454 13616 -399
6454 19291 -2641
6454 10691 -3903
6454 16710 -4149
20001 6455 0
6455 11708 -8117
20001 6456 0
6456 14798 -259
6456 10943 -5170
20001 6457 0
6457 15154 -3068
6457 16396 -5935
6457 15274 -7950
6457 13704 -4580
6457 19837 -583
6457 17076 -9900
6457 18909 -8697
20001 6458 0
6458 11929 -5171
6458 11206 -870
6458 18283 -6813
6458 16985 -7290
6458 19045 -9253
6458 19833 -363
20001 6459 0
6459 10817 -81
6459 18708 -3486
6459 10337 -5431
20001 6460 0
6460 18216 -4555
6460 15482 -2518
6460 13379 -8748
6460 12271 -5917
6460 11160 -2312
20001 6461 0
6461 16562 -7149
6461 15744 -3852
20001 6462 0
6462 11956 -5748
20001 6463 0
6463 16585 -4795
6463 18238 -3654
6463 17088 -4909
6463 18719 -2253
6463 19306 -475
6463 10863 -9784
20001 6464 0
6464 11125 -4631
6464 18738 -9081
6464 12620 -6570
6464 19848 -8644
20001 6465 0
6465 19004 -5127
6465 10179 -9651
6465 12191 -9334
6465 10884 -7836
20001 6466 0
6466 19381 -3359
6466 17961 -2762
6466 14040 -3493
6466 18624 -8
6466 17751 -2777
20001 6467 0
6467 18264 -5774
6467 14643 -1225
6467 16352 -2500
6467 17070 -7592
6467 16997 -7514
6467 15654 -6522
20001 6468 0
6468 14130 -7289
6468 11629 -4699
6468 11142 -1584
6468 19123 -1695
6468 15732 -2382
6468 18696 -3317
20001 6469 0
6469 13530 -4068
6469 13749 -8738
6469 15244 -2297
20001 6470 0
6470 14854 -2189
6470 18065 -5
6470 15491 -7940
6470 11740 -1520
6470 13360 -9213
6470 18963 -1773
6470 12168 -1479
6470 19191 -9686
6470 10771 -5413
20001 6471 0
6471 11888 -948
6471 17681 -8025
6471 19876 -8964
6471 14378 -1650
6471 14907 -4338
6471 10988 -2820
20001 6472 0
6472 15414 -9260
6472 18154 -1589
6472 18402 -9821
20001 6473 0
6473 14269 -6248
6473 15609 -407
20001 6474 0
6474 12677 -7274
6474 18672 -6037
6474 12102 -193
20001 6475 0
6475 17922 -6076
6475 13712 -7274
20001 6476 0
6476 18711 -4932
6476 16541 -3034
6476 10564 -6155
6476 16854 -8119
20001 6477 0
6477 16233 -8044
6477 13374 -9068
6477 16043 -6688
6477 16542 -6068
6477 13055 -5336
20001 6478 0
6478 14331 -4082
6478 12359 -5327
6478 14686 -6461
6478 11048 -2937
6478 14999 -6564
6478 19198 -6888
6478 19450 -9931
6478 18086 -3096
6478 15401 -2386
20001 6479 0
6479 15977 -3229
6479 16133 -5116
6479 11675 -6255
20001 6480 0
6480 10499 -2831
6480 11377 -1691
6480 16828 -6503
6480 13118 -6250
6480 17198 -6016
20001 6481 0
6481 11824 -4211
6481 16513 -5646
6481 18870 -3029
6481 17005 -3730
20001 6482 0
6482 14458 -6413
6482 12211 -9574
6482 10679 -780
6482 16317 -7496
20001 6483 0
6483 12407 -2193
6483 10038 -9009
6483 19304 -8177
6483 16359 -5501
20001 6484 0
6484 12127 -7281
6484 19287 -3748
6484 17552 -2092
6484 17318 -1681
6484 10228 -9849
6484 18989 -421
20001 6485 0
6485 17061 -6036
6485 12049 -1478
20001 6486 0
6486 15670 -4316
6486 18250 -4839
20001 6487 0
6487 11600 -3612
6487 12806 -3370
6487 15003 -115
6487 14648 -2498
20001 6488 0
6488 16410 -3370
6488 16467 -8475
6488 17396 -5656
6488 13521 -2654
6488 18103 -5310
20001 6489 0
6489 11390 -1376
6489 16775 -4714
6489 19187 -70
6489 12905 -3124
6489 11099 -8576
20001 6490 0
6490 15950 -9760
6490 10098 -2086
6490 12241 -7587
6490 10904 -8225
6490 16084 -3022
6490 11342 -1016
6490 18082 -5103
20001 6491 0
6491 19055 -3049
6491 16048 -8385
20001 6492 0
6492 10483 -6697
6492 14221 -3050
6492 19436 -5376
6492 17438 -1639
20001 6493 0
6493 10157 -8151
6493 19182 -942
6493 12104 -7857
6493 13410 -692
6493 17982 -584
6493 18188 -8037
20001 6494 0
6494 19943 -2090
6494 16641 -9937
6494 13995 -8781
20001 6495 0
6495 13757 -4794
6495 17118 -5009
6495 12943 -5042
6495 17988 -5558
6495 17133 -5995
6495 13127 -6766
20001 6496 0
6496 16790 -75
6496 17557 -6369
6496 10155 -2000
20001 6497 0
6497 13047 -2628
6497 13505 -2899
6497 12823 -9800
6497 18451 -8574
6497 13300 -7931
6497 18563 -9262
6497 13930 -9706
6497 15184 -3570
6497 19497 -2004
20001 6498 0
6498 10705 -7762
6498 17978 -5299
6498 12888 -5662
6498 15758 -3475
6498 13964 -395
6498 15478 -2654
20001 6499 0
6499 18893 -6735
6499 14105 -1693
6499 13990 -6158
6499 10557 -1759
20001 6500 0
6500 18398 -7590
6500 14665 -6151
6500 14937 -4657
6500 12084 -7477
6500 15275 -4466
6500 16347 -6864
6500 10859 -7784
20001 6501 0
6501 16258 -3267
6501 12640 -7498
20001 6502 0
6502 18106 -1230
6502 10657 -3807
6502 15031 -5076
6502 10772 -4271
6502 19387 -1570
20001 6503 0
6503 10452 -191
6503 10537 -9746
6503 10216 -8230
6503 15067 -8619
6503 16503 -21
6503 18561 -1910
6503 18840 -5715
20001 6504 0
6504 12200 -8509
6504 18411 -7898
6504 11451 -5233
6504 19141 -886
6504 16250 -5370
6504 19344 -4918
20001 6505 0
6505 13380 -6689
6505 19856 -5820
6505 12589 -4576
20001 6506 0
6506 11124 -4006
6506 19676 -5797
6506 10971 -6706
6506 16144 -6013
6506 12534 -3981
6506 12624 -3892
6506 19806 -1773
20001 6507 0
6507 15963 -3823
6507 11235 -6220
6507 15933 -9481
6507 13574 -7676
6507 14177 -7353
20001 6508 0
6508 16696 -4102
6508 12816 -4825
6508 10047 -8331
20001 6509 0
6509 14564 -8788
6509 14662 -4287
6509 16252 -6132
6509 19014 -7573
6509 15050 -76
6509 16333 -3666
20001 6510 0
6510 10921 -7878
6510 18625 -6165
6510 16467 -2107
6510 19046 -422
6510 17511 -4216
20001 6511 0
6511 16699 -809
6511 17240 -6604
20001 6512 0
6512 15558 -7308
6512 15989 -7097
6512 19099 -134
6512 11760 -5171
6512 17413 -2538
6512 10560 -8186
20001 6513 0
6513 13293 -9492
6513 12890 -746
6513 14297 -4479
6513 13661 -105
20001 6514 0
6514 14033 -8244
6514 17649 -7851
6514 19687 -6227
6514 17385 -7301
6514 14145 -94
20001 6515 0
6515 17969 -3356
6515 10877 -6275
6515 19027 -2934
20001 6516 0
6516 13602 -1135
6516 16059 -5585
6516 13210 -4243
6516 19204 -2797
20001 6517 0
6517 14929 -60
6517 11005 -6567
20001 6518 0
6518 16194 -7563
6518 16962 -7244
6518 15235 -5367
6518 10282 -95
6518 13416 -6720
6518 16661 -7755
20001 6519 0
6519 18669 -9557
6519 17713 -8940
6519 12480 -31
6519 14398 -7920
6519 13438 -9455
6519 13539 -7191
6519 19336 -7868
6519 19225 -616
