2002 7000
2001 541 0
541 1521 -7414
541 1492 -5742
541 1143 -9133
2001 542 0
542 1561 -1098
542 1004 -2441
542 1432 -4721
542 1094 -7353
542 1642 -3279
542 1797 -7407
2001 543 0
543 1794 -8495
543 1992 -6767
543 1177 -3142
543 1225 -6619
543 1540 -5721
543 1595 -1886
543 1608 -1489
2001 544 0
544 1881 -2819
544 1114 -2220
544 1779 -6505
544 1806 -5750
544 1471 -9646
544 1677 -2853
544 1797 -7534
2001 545 0
545 1698 -3485
545 1283 -2065
545 1658 -8324
545 1349 -5063
545 1694 -5660
545 1122 -3283
545 1696 -3812
2001 546 0
546 1321 -2508
546 1203 -3796
546 1920 -8007
546 1938 -8372
546 1546 -3921
546 1870 -4950
2001 547 0
547 1134 -3097
547 1978 -1450
547 1260 -5065
547 1142 -4846
547 1020 -8037
547 1716 -1082
547 1955 -2502
547 1719 -6182
2001 548 0
548 1249 -4813
548 1325 -3536
548 1126 -7959
548 1341 -9563
548 1633 -8513
2001 549 0
549 1125 -4615
549 1349 -1535
549 1948 -2143
549 1167 -2681
2001 550 0
550 1973 -8466
550 1662 -2888
550 1063 -6913
550 1176 -7750
2001 551 0
551 1357 -7234
551 1333 -9068
551 1996 -6269
551 1257 -5226
551 1254 -967
551 1266 -5211
2001 552 0
552 1175 -178
552 1770 -6114
552 1321 -4761
552 1648 -4432
552 1040 -4408
2001 553 0
553 1117 -8249
553 1441 -6024
553 1696 -9038
553 1604 -6763
553 1932 -2835
2001 554 0
554 1489 -4442
554 1816 -217
554 1771 -7464
554 1135 -8718
554 1155 -913
554 1438 -8821
554 1772 -7814
554 1804 -9393
2001 555 0
555 1045 -4486
555 1799 -5761
555 1979 -5811
2001 556 0
556 1871 -6522
556 1825 -2803
556 1036 -6272
556 1568 -1339
556 1447 -820
2001 557 0
557 1615 -9293
557 1412 -819
557 1767 -2203
557 1167 -674
557 1144 -7244
2001 558 0
558 1843 -4621
558 1387 -1885
558 1456 -2920
2001 559 0
559 1287 -4599
559 1392 -4201
2001 560 0
560 1335 -5029
2001 561 0
561 1747 -417
561 1381 -4133
2001 562 0
562 1427 -2492
562 1360 -1616
562 1349 -3506
562 1419 -6826
562 1723 -4151
562 1421 -379
2001 563 0
563 1200 -8523
563 1493 -4788
563 1715 -2193
563 1901 -2889
563 1935 -628
563 1509 -3231
2001 564 0
564 1619 -55
564 1433 -4502
564 1924 -524
564 1989 -8568
2001 565 0
565 1181 -9896
565 1268 -9410
565 1502 -4493
2001 566 0
566 1139 -2986
566 1855 -9172
2001 567 0
567 1869 -8652
567 1377 -5179
567 1218 -2927
2001 568 0
568 1494 -3364
568 1930 -1450
568 1605 -1430
568 1521 -5858
568 1089 -2844
568 1069 -9962
568 1547 -3603
2001 569 0
569 1233 -7252
569 1874 -8618
569 1498 -9116
569 1932 -1120
569 1750 -2507
569 1114 -7918
2001 570 0
570 1754 -6129
570 1224 -9107
570 1694 -357
570 1143 -94
570 1622 -5511
570 1702 -1525
570 1918 -3566
570 1675 -3788
2001 571 0
571 1835 -3624
2001 572 0
572 1710 -3975
572 1005 -4914
572 1688 -9064
2001 573 0
573 1350 -5484
573 1246 -3219
573 1897 -9741
573 1882 -1780
573 1484 -2878
573 1860 -4830
573 1275 -7206
2001 574 0
574 1297 -9827
574 1544 -5724
574 1079 -5748
574 1695 -248
574 1008 -1510
574 1403 -5714
574 1779 -670
574 1715 -9707
2001 575 0
575 1879 -4279
575 1181 -7571
575 1793 -105
575 1768 -3578
575 1930 -4711
575 1674 -8433
575 1546 -2905
575 1867 -6266
2001 576 0
576 1118 -143
2001 577 0
577 1219 -4293
577 1289 -2023
577 1184 -9353
577 1308 -3029
2001 578 0
578 1735 -6275
578 1587 -3531
578 1703 -1964
578 1728 -4446
578 1686 -4772
2001 579 0
579 1456 -7278
579 1182 -3420
579 1464 -8010
579 1949 -6579
579 1579 -7239
2001 580 0
580 1790 -4043
2001 581 0
581 1382 -2915
581 1281 -9525
581 1501 -7879
581 1788 -6562
2001 582 0
582 1841 -4517
582 1013 -2882
582 1230 -23
582 1122 -235
582 1447 -7015
582 1244 -383
582 1649 -6246
2001 583 0
583 1695 -3722
583 1082 -2338
583 1803 -3276
583 1008 -37
2001 584 0
584 1409 -5748
584 1292 -6556
584 1502 -5790
584 1631 -9739
584 1157 -9749
584 1190 -4268
584 1643 -9295
2001 585 0
585 1009 -1375
585 1194 -7023
585 1521 -7839
585 1906 -2672
2001 586 0
586 1097 -6767
586 1327 -9471
586 1593 -748
586 1968 -1715
586 1369 -7140
2001 587 0
587 1795 -2821
587 1285 -1036
587 1543 -7142
587 1244 -9993
587 1125 -8059
2001 588 0
588 1400 -2642
588 1164 -6142
588 1487 -6107
2001 589 0
589 1362 -6658
589 1866 -3241
589 1678 -3055
2001 590 0
590 1874 -2776
590 1292 -3921
590 1401 -5913
590 1946 -1788
590 1379 -1725
590 1754 -7489
590 1231 -405
2001 591 0
591 1859 -6886
591 1026 -4698
591 1559 -2950
591 1328 -884
591 1208 -8891
591 1154 -8296
2001 592 0
592 1692 -4418
592 1047 -5834
2001 593 0
593 1623 -1018
593 1665 -7287
593 1329 -922
2001 594 0
594 1733 -5557
594 1837 -6285
594 1704 -2562
594 1853 -391
594 1123 -8245
2001 595 0
595 1523 -2580
595 1665 -5133
595 1791 -2419
595 1893 -7701
2001 596 0
596 1252 -7621
596 1664 -7825
596 1446 -2337
596 1056 -9827
2001 597 0
597 1478 -4834
597 1577 -861
597 1244 -5533
597 1538 -1159
597 1485 -9757
597 1365 -4674
597 1406 -3092
2001 598 0
598 1341 -5705
598 1148 -9635
598 1538 -5289
598 1650 -5284
2001 599 0
599 1567 -986
599 1844 -5938
599 1370 -4545
599 1965 -7279
2001 600 0
600 1310 -6376
600 1686 -2151
600 1277 -6298
2001 601 0
601 1229 -2445
601 1258 -2242
2001 602 0
602 1336 -4950
602 1237 -3144
2001 603 0
603 1466 -7089
603 1270 -9409
603 1823 -4977
603 1565 -196
603 1794 -2761
603 1662 -5829
2001 604 0
604 1479 -8795
604 1534 -6657
604 1704 -6974
604 1943 -3054
2001 605 0
605 1503 -6584
605 1978 -7291
605 1873 -4765
2001 606 0
606 1255 -6937
606 1825 -1067
2001 607 0
607 1447 -5883
607 1269 -5244
607 1481 -3229
607 1046 -8473
607 1443 -5444
607 1785 -2605
2001 608 0
608 1921 -8927
608 1705 -9029
608 1973 -2426
2001 609 0
609 1698 -9949
609 1303 -5600
609 1279 -6344
609 1150 -1513
2001 610 0
610 1370 -8822
610 1150 -5331
610 1937 -9430
610 1139 -6105
610 1076 -8202
610 1340 -3799
610 1825 -5105
2001 611 0
611 1125 -7776
611 1795 -5087
2001 612 0
612 1135 -3925
612 1504 -5872
612 1720 -2399
612 1578 -1249
612 1541 -1922
2001 613 0
613 1705 -2897
613 1877 -3860
613 1193 -9638
613 1947 -3853
613 1716 -4432
613 1135 -5745
2001 614 0
614 1639 -3290
614 1274 -1558
614 1952 -2415
614 1011 -4030
614 1071 -4162
614 1258 -7093
2001 615 0
615 1969 -1403
615 1325 -5738
615 1030 -1620
615 1318 -1094
615 1883 -8575
2001 616 0
616 1765 -108
616 1897 -4921
616 1473 -7949
616 1133 -4552
2001 617 0
617 1035 -4188
617 1082 -7628
617 1645 -6934
617 1620 -5344
2001 618 0
618 1086 -3956
618 1919 -9618
618 1430 -5432
618 1049 -4450
618 1321 -731
618 1277 -4786
618 1354 -9391
618 1651 -5306
618 1821 -2365
618 1148 -9662
618 1412 -2275
2001 619 0
619 1928 -447
619 1216 -9954
619 1838 -84
619 1246 -8061
619 1596 -7217
619 1857 -9542
619 1402 -2334
2001 620 0
620 1704 -4051
620 1209 -7034
620 1011 -9789
620 1483 -8146
2001 621 0
621 1462 -6480
621 1961 -8824
621 1433 -8852
2001 622 0
622 1289 -275
622 1956 -5414
622 1352 -8250
622 1931 -4598
622 1804 -7385
622 1038 -830
622 1971 -5053
2001 623 0
623 1109 -2702
623 1369 -140
623 1262 -6830
623 1001 -8826
623 1512 -3402
623 1413 -338
623 1783 -3727
623 1744 -5874
623 1819 -3613
2001 624 0
624 1854 -1319
624 1926 -714
624 1990 -985
624 1621 -3916
624 1243 -2937
624 1214 -428
624 1362 -9214
624 1847 -9577
624 1676 -4577
2001 625 0
625 1486 -9086
625 1609 -2173
625 1190 -6707
625 1992 -2713
625 1479 -5919
625 1131 -3916
625 1906 -7776
625 1960 -6084
625 1714 -9963
625 1236 -3463
625 1968 -1939
2001 626 0
626 1695 -737
626 1780 -933
626 1421 -5782
2001 627 0
627 1416 -881
627 1712 -5219
627 1112 -9734
2001 628 0
628 1868 -771
628 1705 -3792
628 1079 -6959
628 1236 -5898
628 1358 -4985
628 1667 -9114
2001 629 0
629 1071 -114
629 1446 -488
629 1541 -4977
629 1802 -3792
2001 630 0
630 1809 -8625
630 1998 -9102
2001 631 0
631 1966 -1796
631 1722 -202
631 1463 -3973
631 1329 -4030
631 1414 -7763
631 1922 -9642
631 1322 -7234
631 1588 -1170
2001 632 0
632 1938 -9800
632 1353 -2885
632 1123 -3481
632 1547 -9332
632 1646 -2850
2001 633 0
633 1800 -2918
633 1466 -3424
633 1263 -4585
633 1225 -153
633 1087 -1940
633 1974 -6684
633 1365 -6184
2001 634 0
634 1546 -8030
634 1913 -4257
634 1159 -1285
634 1882 -9072
634 1370 -2795
634 1269 -3280
2001 635 0
635 1936 -4117
635 1338 -9489
635 1322 -7418
635 1647 -3601
635 1026 -4762
635 1458 -9388
2001 636 0
636 1748 -6030
636 1895 -7428
636 1133 -8009
636 1584 -9309
2001 637 0
637 1257 -9048
637 1063 -7710
637 1690 -4601
637 1869 -871
637 1459 -7567
637 1783 -7429
637 1288 -1967
2001 638 0
638 1240 -4004
638 1012 -6073
638 1680 -6180
638 1874 -7637
638 1030 -7212
2001 639 0
639 1642 -1088
639 1868 -2218
639 1751 -9652
2001 640 0
640 1228 -4284
640 1115 -4364
640 1361 -5475
640 1180 -130
640 1720 -5197
2001 641 0
641 1005 -6249
641 1010 -7090
641 1554 -8985
641 1123 -6279
2001 642 0
642 1947 -7698
642 1385 -7708
642 1244 -3786
642 1987 -4262
2001 643 0
643 1942 -3159
643 1339 -5349
643 1807 -4121
2001 644 0
644 1102 -6660
644 1484 -5746
644 1858 -501
644 1077 -9177
2001 645 0
645 1096 -662
645 1601 -2027
645 1050 -1694
645 1519 -2103
645 1045 -1119
645 1399 -841
2001 646 0
646 1087 -7760
646 1732 -6585
646 1698 -1365
646 1667 -6717
646 1921 -1068
646 1656 -5131
2001 647 0
647 1577 -6685
647 1784 -5501
2001 648 0
648 1562 -9531
648 1043 -9463
2001 649 0
649 1055 -4405
649 1139 -9582
649 1573 -6007
649 1136 -1127
649 1070 -1379
2001 650 0
650 1972 -2326
650 1443 -5259
650 1327 -3422
650 1921 -4001
650 1911 -8222
650 1287 -7721
2001 651 0
651 1649 -5686
651 1813 -3209
651 1577 -5645
651 1062 -7014
651 1223 -9517
651 1904 -7673
2001 652 0
652 1262 -1373
652 1505 -5085
2001 653 0
653 1489 -6255
653 1768 -4916
653 1457 -5364
653 1779 -1653
653 1410 -269
653 1138 -9212
653 1236 -4436
653 1971 -1083
653 1018 -9113
2001 654 0
654 1683 -5422
654 1928 -5368
654 1279 -6850
654 1837 -2822
654 1959 -1876
654 1540 -9469
654 1436 -7099
654 1682 -9250
654 1445 -69
654 1372 -2017
2001 655 0
655 1750 -7542
655 1942 -9454
655 1484 -1190
2001 656 0
656 1408 -5132
656 1200 -8318
656 1398 -4380
656 1920 -2837
656 1604 -6519
2001 657 0
657 1592 -7775
657 1644 -6513
657 1499 -3770
657 1404 -1742
657 1363 -2609
2001 658 0
658 1920 -2382
658 1815 -7737
658 1746 -1084
658 1315 -3640
658 1987 -5881
658 1590 -6396
2001 659 0
659 1665 -9190
659 1911 -7116
659 1137 -1588
659 1065 -94
659 1707 -1200
659 1124 -7536
2001 660 0
660 1405 -3021
660 1080 -1203
660 1119 -1501
660 1630 -1770
660 1663 -78
660 1740 -6354
660 1272 -2430
660 1444 -5856
660 1793 -4511
2001 661 0
661 1618 -5375
661 1658 -2834
661 1485 -8156
661 1562 -3959
2001 662 0
662 1937 -4147
662 1525 -4364
662 1442 -116
662 1084 -6132
662 1950 -7174
662 1956 -7402
662 1776 -1729
2001 663 0
663 1719 -854
663 1753 -1488
663 1462 -1197
2001 664 0
664 1568 -8606
2001 665 0
665 1197 -4514
665 1935 -4314
665 1969 -3485
665 1330 -7093
665 1689 -8533
665 1905 -9172
665 1462 -3971
665 1265 -532
2001 666 0
666 1284 -9874
666 1866 -9369
666 1167 -9888
666 1466 -5679
666 1594 -911
666 1312 -1491
2001 667 0
667 1541 -5392
667 1018 -4296
667 1971 -8078
667 1739 -1694
667 1467 -1252
667 1359 -8337
2001 668 0
668 1349 -3907
668 1358 -9715
668 1365 -6093
668 1961 -411
2001 669 0
669 1856 -3811
669 1802 -1750
669 1833 -7928
669 1152 -8306
669 1260 -5305
669 1974 -2124
2001 670 0
670 1224 -3837
670 1456 -8025
670 1792 -357
2001 671 0
671 1320 -1923
671 1960 -10000
671 1851 -5526
671 1489 -4098
671 1575 -5080
671 1817 -2288
2001 672 0
672 1795 -6831
672 1954 -8818
672 1998 -3984
672 1082 -9628
672 1406 -4958
2001 673 0
673 1589 -6578
673 1901 -9264
673 1836 -5498
2001 674 0
674 1570 -1888
674 1883 -7752
2001 675 0
675 1743 -5167
675 1365 -2537
675 1776 -9998
675 1541 -4969
675 1434 -4410
2001 676 0
676 1105 -5855
676 1464 -6528
676 1910 -5352
676 1385 -1158
676 1025 -4774
2001 677 0
677 1835 -1807
677 1413 -6937
677 1177 -2402
2001 678 0
678 1874 -5802
678 1129 -2447
2001 679 0
679 1514 -5806
679 1941 -4094
679 1564 -5305
679 1905 -4047
679 1285 -2967
679 1546 -4086
2001 680 0
680 1488 -4689
680 1643 -9493
680 1679 -5499
680 1551 -5518
680 1944 -5582
680 1128 -93
680 1524 -352
680 1982 -8427
2001 681 0
681 1655 -3255
681 1989 -8375
681 1269 -529
681 1260 -1494
681 1628 -6598
681 1418 -9462
681 1499 -5828
681 1538 -4964
681 1017 -9825
681 1664 -6055
2001 682 0
682 1033 -5156
682 1279 -710
682 1298 -1714
682 1615 -8711
2001 683 0
683 1122 -892
683 1469 -1754
683 1114 -6004
683 1097 -1480
2001 684 0
684 1443 -6657
684 1145 -897
684 1025 -2258
684 1279 -3711
684 1431 -4883
2001 685 0
685 1344 -5338
685 1659 -2621
685 1434 -6015
2001 686 0
686 1310 -9418
686 1859 -1381
2001 687 0
687 1468 -5862
687 1846 -2716
687 1842 -4413
687 1576 -9773
2001 688 0
688 1644 -3547
688 1297 -3339
688 1990 -9027
688 1863 -649
688 1978 -4239
2001 689 0
689 1828 -3154
689 1516 -7553
689 1949 -1800
689 1486 -7567
689 1337 -9540
689 1342 -2987
689 1422 -9417
689 1097 -3525
689 1492 -6096
2001 690 0
2001 691 0
691 1849 -5209
691 1388 -9096
2001 692 0
692 1433 -4772
692 1634 -667
692 1825 -2803
692 1355 -2860
692 1903 -8173
692 1909 -78
2001 693 0
693 1346 -4965
693 1281 -2020
693 1597 -8160
693 1351 -3796
693 1381 -2733
693 1545 -9739
2001 694 0
694 1262 -4174
694 1238 -3247
694 1594 -4867
2001 695 0
695 1354 -4432
695 1722 -9776
695 1349 -2673
695 1481 -478
695 1415 -9348
695 1630 -8643
2001 696 0
696 1396 -4615
696 1141 -5502
696 1669 -1815
696 1520 -9736
696 1385 -191
2001 697 0
697 1701 -2169
2001 698 0
698 1506 -1479
698 1285 -8803
2001 699 0
699 1062 -2053
699 1990 -9523
699 1959 -3329
2001 700 0
700 1305 -2265
700 1387 -4849
700 1141 -2943
700 1483 -2561
700 1996 -1913
2001 701 0
701 1941 -2265
701 1097 -990
701 1812 -2784
701 1252 -2322
701 1496 -7978
701 1957 -8948
701 1964 -9483
701 1488 -1399
2001 702 0
702 1886 -7237
702 1019 -61
702 1830 -9667
2001 703 0
703 1274 -4957
703 1959 -9583
703 1970 -5445
703 1563 -9845
703 1209 -7062
703 1412 -4965
703 1031 -8371
2001 704 0
704 1483 -5848
704 1552 -3078
704 1208 -1451
704 1862 -3445
2001 705 0
705 1436 -1714
705 1918 -4969
2001 706 0
706 1739 -710
706 1482 -256
706 1711 -8534
2001 707 0
707 1887 -7363
707 1324 -5804
707 1323 -6937
707 1288 -6167
2001 708 0
708 1406 -8515
708 1566 -4526
708 1070 -6368
708 1210 -1226
708 1410 -3794
708 1008 -3992
708 1393 -3202
2001 709 0
709 1474 -172
709 1364 -5796
709 1123 -480
709 1396 -3969
709 1371 -1318
2001 710 0
710 1042 -2949
710 1990 -3244
710 1311 -2652
2001 711 0
711 1509 -3594
711 1973 -4064
711 1449 -6126
711 1920 -1922
2001 712 0
712 1895 -3862
712 1011 -5917
2001 713 0
713 1628 -2941
713 1787 -7017
713 1737 -8312
713 1206 -5659
713 1456 -4567
713 1133 -913
2001 714 0
714 1733 -9480
714 1268 -212
714 1846 -2482
714 1199 -1072
2001 715 0
715 1232 -4993
715 1813 -2713
715 1650 -3099
2001 716 0
716 1104 -8257
716 1316 -1142
716 1126 -2656
716 1504 -4504
2001 717 0
717 1974 -3989
717 1467 -7695
717 1014 -8673
717 1676 -1302
2001 718 0
718 1555 -2998
718 1159 -914
718 1925 -1389
718 1462 -7178
718 1680 -3618
718 1602 -2189
718 1430 -2064
718 1508 -4451
718 1990 -6588
718 1133 -5750
2001 719 0
719 1627 -3582
719 1081 -3576
719 1113 -4543
719 1966 -2024
719 1112 -1443
719 1615 -758
719 1145 -1971
719 1826 -5936
719 1625 -9771
2001 720 0
720 1922 -6740
720 1697 -691
720 1034 -6578
720 1288 -6399
720 1468 -2316
720 1702 -9619
2001 721 0
721 1073 -2849
721 1939 -6344
721 1456 -7438
2001 722 0
722 1195 -7343
722 1242 -7676
722 1083 -1565
722 1616 -37
722 1547 -4530
722 1959 -2437
2001 723 0
723 1393 -8032
723 1033 -2041
723 1018 -183
723 1297 -1632
723 1227 -9178
723 1645 -1188
723 1396 -633
723 1759 -7149
2001 724 0
724 1886 -7209
724 1098 -8932
724 1414 -2671
724 1816 -335
724 1889 -2906
2001 725 0
725 1780 -1962
725 1589 -1010
725 1747 -6053
2001 726 0
726 1202 -9140
726 1065 -7746
726 1050 -1805
726 1309 -9595
726 1652 -6590
726 1601 -5155
2001 727 0
727 1322 -8711
727 1023 -5279
727 1778 -7827
727 1583 -1478
727 1978 -5807
2001 728 0
728 1972 -5925
728 1154 -4847
728 1555 -7411
728 1491 -8146
728 1811 -6032
728 1431 -4397
728 1986 -2618
728 1310 -4472
2001 729 0
729 1145 -619
729 1916 -5790
729 1397 -198
729 1001 -9537
729 1562 -4037
729 1870 -936
729 1181 -24
729 1273 -2868
2001 730 0
730 1712 -9515
730 1503 -5976
730 1886 -1484
2001 731 0
731 1513 -1418
731 1626 -8910
731 1425 -9599
731 1817 -4507
731 1265 -5268
731 1082 -4570
2001 732 0
732 1668 -3399
732 1470 -6849
732 1712 -9428
732 1374 -9633
732 1523 -8217
732 1286 -6388
732 1851 -8817
2001 733 0
733 1460 -12
733 1566 -6653
733 1764 -1290
733 1231 -3682
733 1110 -6172
2001 734 0
734 1433 -1087
734 1810 -7767
734 1107 -5237
2001 735 0
735 1886 -2277
735 1645 -2527
735 1226 -7874
2001 736 0
736 1278 -4628
736 1086 -6367
736 1631 -9811
736 1737 -6019
736 1120 -7693
736 1276 -3261
2001 737 0
737 1148 -2800
737 1042 -5711
737 1212 -2620
737 1256 -7027
2001 738 0
738 1325 -6983
738 1426 -9736
738 1436 -8478
738 1575 -1192
2001 739 0
739 1442 -567
739 1495 -560
739 1463 -4093
739 1050 -101
739 1369 -561
739 1912 -7576
739 1968 -7040
739 1043 -6450
739 1768 -5363
2001 740 0
740 1517 -625
740 1618 -5804
2001 741 0
741 1158 -5910
741 1556 -199
2001 742 0
742 1665 -778
742 1716 -8502
742 1426 -6686
742 1850 -5887
742 1819 -2279
742 1034 -1776
2001 743 0
743 1782 -932
743 1721 -1366
743 1242 -7594
743 1051 -7855
743 1777 -9550
743 1210 -9125
743 1949 -4327
743 1886 -3309
743 1233 -7989
743 1038 -6928
2001 744 0
744 1186 -3028
744 1038 -9991
744 1898 -4047
744 1187 -8288
744 1107 -4528
2001 745 0
745 1962 -2350
745 1566 -3287
745 1269 -9583
2001 746 0
746 1742 -1065
746 1698 -1395
746 1691 -6620
746 1586 -2816
746 1466 -3927
746 1485 -8117
746 1587 -2767
746 1251 -9732
746 1309 -2459
2001 747 0
747 1950 -9353
747 1686 -4004
747 1416 -1986
747 1600 -2083
747 1817 -8290
2001 748 0
748 1917 -7551
748 1370 -8042
748 1177 -1713
748 1757 -1020
748 1513 -7445
748 1616 -2657
2001 749 0
749 1041 -6173
749 1772 -448
749 1079 -2895
749 1011 -1922
749 1406 -4109
2001 750 0
750 1602 -45
750 1071 -1579
750 1745 -4044
750 1819 -8582
2001 751 0
751 1639 -1843
751 1432 -5500
2001 752 0
752 1414 -7734
752 1078 -4356
752 1301 -9717
752 1621 -2649
752 1085 -1595
2001 753 0
753 1987 -3629
753 1679 -7438
753 1943 -4369
753 1195 -3508
2001 754 0
754 1589 -4148
754 1330 -2375
754 1131 -1213
754 1776 -8975
754 1912 -469
754 1908 -127
2001 755 0
755 1006 -8138
755 1351 -8346
755 1574 -254
755 1407 -948
755 1502 -4497
755 1928 -4822
755 1980 -5177
755 1861 -1936
2001 756 0
756 1931 -8178
756 1952 -135
756 1753 -2474
756 1593 -7930
756 1595 -7204
756 1143 -4114
756 1041 -7676
2001 757 0
757 1617 -4303
757 1062 -1142
2001 758 0
758 1593 -2433
758 1457 -4673
758 1900 -3195
2001 759 0
759 1921 -7053
759 1813 -2765
759 1328 -4512
759 1634 -8892
759 1905 -5878
2001 760 0
760 1557 -6075
760 1032 -1050
760 1393 -685
2001 761 0
761 1796 -5872
761 1750 -7420
761 1352 -5383
761 1683 -1079
761 1991 -4005
761 1436 -7641
2001 762 0
762 1279 -8230
762 1399 -1255
762 1616 -8016
762 1254 -7123
762 1087 -1199
2001 763 0
763 1760 -4676
763 1099 -1860
763 1900 -1388
763 1298 -1184
763 1919 -6617
763 1095 -1399
763 1849 -7782
2001 764 0
764 1907 -8294
764 1479 -174
764 1627 -3166
764 1722 -2184
764 1897 -9104
764 1852 -1697
2001 765 0
765 1181 -7064
765 1355 -4478
765 1849 -9905
765 1675 -6173
765 1678 -5989
765 1536 -3259
765 1123 -8881
765 1447 -8185
765 1103 -7105
765 1509 -8346
765 1101 -6592
2001 766 0
766 1294 -1930
766 1196 -960
766 1851 -3310
766 1055 -3033
766 1257 -7844
766 1116 -387
766 1046 -9048
2001 767 0
767 1627 -4357
2001 768 0
768 1799 -4653
2001 769 0
769 1870 -931
769 1845 -4872
769 1007 -1107
769 1971 -125
769 1707 -1088
769 1445 -3061
2001 770 0
770 1852 -2111
770 1901 -7816
770 1095 -509
770 1952 -6030
770 1943 -5863
770 1719 -9544
770 1884 -8542
770 1936 -8341
2001 771 0
771 1068 -7067
771 1673 -5809
771 1082 -3408
771 1752 -3184
2001 772 0
772 1235 -7069
772 1816 -1740
772 1234 -8101
772 1007 -3939
772 1167 -5684
772 1763 -9561
772 1290 -2630
772 1680 -3308
2001 773 0
773 1100 -4073
773 1583 -1260
773 1961 -3909
773 1305 -9154
2001 774 0
774 1897 -851
774 1664 -5366
774 1134 -5990
774 1745 -4361
774 1045 -4058
774 1912 -879
774 1008 -5057
774 1978 -3833
774 1269 -3810
774 1477 -2620
774 1010 -4895
774 1348 -6295
774 1945 -4818
2001 775 0
775 1090 -4794
775 1784 -4412
775 1635 -864
775 1687 -7388
775 1277 -2012
2001 776 0
776 1496 -5132
776 1805 -5448
776 1567 -9311
776 1907 -6319
776 1747 -1023
776 1354 -4339
776 1097 -8573
776 1985 -7600
2001 777 0
777 1312 -6526
777 1681 -6176
777 1523 -3910
777 1819 -7413
777 1788 -2004
777 1086 -364
777 1101 -330
777 1845 -5651
2001 778 0
778 1954 -6066
778 1528 -140
2001 779 0
779 1884 -802
779 1270 -3045
779 1076 -5569
779 1035 -1061
2001 780 0
780 1879 -3648
780 1671 -6654
780 1753 -4377
780 1430 -2104
2001 781 0
781 1128 -2641
781 1116 -6309
781 1925 -5436
781 1631 -5386
2001 782 0
782 1785 -7180
782 1153 -4766
782 1075 -846
782 1386 -5490
782 1467 -2315
782 1215 -5019
2001 783 0
783 1299 -2978
783 1059 -8387
783 1820 -3470
783 1221 -4802
783 1384 -6380
2001 784 0
784 1126 -8254
784 1582 -2358
2001 785 0
785 1748 -6322
785 1660 -4235
785 1807 -7666
785 1229 -1582
785 1472 -3791
785 1766 -779
2001 786 0
786 1001 -323
786 1291 -6757
786 1825 -2430
786 1032 -4510
786 1999 -2004
2001 787 0
787 1449 -5203
787 1336 -8391
787 1501 -277
787 1071 -4284
787 1739 -4884
2001 788 0
788 1990 -1502
788 1886 -7319
788 1792 -6391
788 1989 -46
788 1102 -1756
788 1269 -1932
788 1476 -4795
788 1856 -6464
788 1313 -5355
788 1523 -9725
2001 789 0
789 1221 -2668
789 1426 -6504
789 1922 -3969
2001 790 0
790 1501 -186
790 1446 -6847
790 1443 -727
790 1988 -7483
790 1809 -6173
2001 791 0
791 1353 -3055
791 1145 -3864
791 1051 -1068
791 1112 -3129
791 1074 -6460
791 1596 -7690
2001 792 0
792 1438 -2619
792 1140 -687
2001 793 0
793 1733 -1082
793 1863 -65
793 1958 -2888
793 1080 -8452
793 1008 -9941
793 1613 -4124
793 1494 -4603
793 1060 -7413
2001 794 0
794 1152 -932
794 1293 -5565
794 1139 -4819
794 1039 -3690
794 1173 -1066
794 1775 -4449
2001 795 0
795 1876 -9596
795 1780 -9251
795 1430 -8495
795 1718 -749
795 1485 -4189
2001 796 0
796 1304 -307
796 1791 -7010
796 1992 -51
796 1418 -7629
796 1388 -3984
2001 797 0
797 1939 -4459
797 1424 -8599
797 1762 -8468
797 1759 -9944
797 1546 -3212
797 1292 -6254
2001 798 0
798 1604 -9670
798 1118 -2628
798 1237 -5296
2001 799 0
799 1836 -9889
799 1546 -7188
799 1584 -5743
2001 800 0
800 1450 -9277
800 1599 -4714
800 1343 -4549
800 1545 -7283
800 1264 -2397
2001 801 0
801 1586 -1972
801 1527 -1721
801 1571 -5038
2001 802 0
802 1761 -1928
802 1844 -1739
802 1109 -3370
802 1704 -5041
802 1071 -8598
802 1680 -7432
802 1497 -2370
2001 803 0
803 1940 -981
803 1460 -2437
803 1096 -5598
803 1915 -2844
803 1883 -4410
803 1660 -745
803 1965 -9029
803 1236 -3742
803 1239 -417
2001 804 0
804 1490 -8055
804 1259 -5591
804 1561 -7869
2001 805 0
805 1802 -9896
805 1525 -9628
805 1647 -4721
805 1966 -476
805 1550 -5115
805 1488 -8785
805 1239 -2082
805 1580 -3393
2001 806 0
806 1377 -2131
806 1507 -7546
806 1182 -7805
806 1145 -2079
806 1588 -1583
806 1614 -3091
2001 807 0
807 1903 -7733
807 1478 -700
807 1384 -7860
2001 808 0
808 1708 -8145
808 1551 -7165
808 1733 -6399
808 1164 -1379
808 1323 -7329
2001 809 0
809 1838 -7562
809 1293 -1587
809 1773 -4732
809 1756 -8269
2001 810 0
810 1321 -3532
810 1503 -2181
810 1144 -3948
810 1861 -85
810 1718 -465
2001 811 0
811 1684 -423
811 1469 -5427
811 1474 -8027
811 1732 -8195
811 1107 -4913
2001 812 0
812 1007 -5077
812 1583 -8962
2001 813 0
813 1986 -3391
813 1253 -7737
813 1211 -6141
813 1927 -9904
813 1182 -8306
813 1483 -8519
813 1154 -9693
813 1790 -4761
2001 814 0
814 1848 -8680
